Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
travis scott tenis,3,3,33100,29,0.10,https://www.amazon.com.mx/Nike-Jordan-High-Travis-Scott/dp/B07SBCJRJM,385,0,38.00,0.5,7010000,"[45,67,67,67,100,82,55,55,55,55,55,45]",2025-10-03,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Image pack
zapatos pikolinos mujer amazon,1,1,480,36,0.09,https://www.amazon.com.mx/zapatos-pikolinos-mujer/s?k=zapatos+pikolinos+mujer,384,0,34.00,1,50,"[82,100,100,54,44,54,67,82,54,36,54,36]",2025-09-05,"Image pack, Image, People also ask, Related searches","informational, transactional",Organic
amazon tenis adidas hombre,1,1,480,33,0.10,https://www.amazon.com.mx/tenis-adidas-hombre/s?k=tenis+adidas+hombre,384,0,38.00,1,72,"[39,32,21,39,39,39,32,39,88,100,100,17]",2025-08-30,"Image pack, Related searches","informational, transactional",Organic
amazon zapatos mujer,1,1,480,34,0.08,https://www.amazon.com.mx/b?ie=UTF8&node=14093028011,384,0,30.00,1,25300000,"[82,100,82,82,67,54,54,36,67,54,54,44]",2025-10-17,"Image pack, Sitelinks, Video, Image, Ads bottom, Popular products, Related searches","informational, transactional",Organic
tenis en amazon para mujer,1,1,480,33,0.10,https://www.amazon.com.mx/tenis-mujer/s?k=tenis+mujer,384,0,38.00,1,23000000,"[100,100,100,81,81,81,81,66,100,66,44,36]",2025-09-03,"Image pack, Image, Related searches","informational, transactional",Organic
tenis guess mujer amazon,1,1,480,33,0.08,https://www.amazon.com.mx/tenis-guess-mujer-originales/s?k=tenis+guess+mujer+originales,384,0,30.00,0.99,94,"[44,44,67,55,100,44,44,44,55,44,44,30]",2025-09-05,"Image pack, Video, Image, Related searches","informational, transactional",Organic
tenis adidas hombre amazon,1,1,480,33,0.10,https://www.amazon.com.mx/tenis-adidas-hombre/s?k=tenis+adidas+hombre,384,0,38.00,1,66,"[39,32,21,39,39,39,32,39,88,100,100,17]",2025-09-02,"Image pack, Video, Image, Related searches","informational, transactional",Organic
tenis nike 720,3,3,5400,39,0.09,https://www.amazon.com.mx/air-max-720/s?k=air+max+720,378,0,34.00,0.3,5160000,"[30,30,36,54,100,67,67,81,81,81,100,100]",2025-10-04,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
zapatillas transparentes,3,3,5400,30,0.07,https://www.amazon.com.mx/zapatillas-de-tac%C3%B3n-transparente/s?k=zapatillas+de+tac%C3%B3n+transparente,378,0,26.00,1,4560000,"[82,82,82,100,100,67,67,67,67,82,100,82]",2025-10-01,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
zapatos plateados,4,4,5400,29,0.06,https://www.amazon.com.mx/Zapatos-para-Mujer-Plateado-Moda-Femenina/s?rh=n%3A14093028011%2Cp_n_size_six_browse-vebin%3A14145069011,378,0,22.00,1,5150000,"[67,54,54,67,67,44,44,54,54,81,100,81]",2025-10-04,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
zapatos oxford mujer,2,2,2900,28,0.09,https://www.amazon.com.mx/tacones-oxford/s?k=tacones+oxford,377,0,33.00,1,7900000,"[81,81,81,81,81,100,100,67,53,53,67,67]",2025-10-02,"Image pack, Sitelinks, Video, Image, People also ask, Related searches","commercial, informational",Organic
zapatos para perros,2,2,2900,33,0.10,https://www.amazon.com.mx/gp/bestsellers/pet-supplies/12478766011,377,0,37.00,1,32200000,"[100,81,81,81,100,100,67,67,67,81,81,81]",2025-10-04,"Image pack, Sitelinks, Video, Image, People also ask, Related searches","informational, transactional",Organic
tenis tipo converse,2,2,2900,28,0.11,https://www.amazon.com.mx/tenis-tipo-converse/s?k=tenis+tipo+converse,377,0,41.00,1,12400000,"[81,67,81,100,100,81,67,67,67,67,81,67]",2025-10-01,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
zapatos de agua,2,2,2900,28,0.14,https://www.amazon.com.mx/b?ie=UTF8&node=14093601011,377,0,52.00,1,86000000,"[66,55,43,43,36,43,43,82,100,82,66,82]",2025-10-03,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
tenis bad bunny,7,7,14800,30,0.10,https://www.amazon.com.mx/adidas-bad-bunny/s?k=adidas+bad+bunny,370,0,37.00,0.55,18800000,"[67,55,67,67,100,67,45,45,45,45,37,55]",2025-10-05,"Top stories, Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
tenis lebron james,7,7,14800,35,0.10,https://www.amazon.com.mx/lebron-james-tenis/s?k=lebron+james+tenis,370,0,37.00,1,4600000,"[100,82,100,100,100,82,67,82,67,67,67,55]",2025-10-04,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches","informational, transactional",Organic
tenis adidas mujer,7,7,60500,42,0.05,https://www.amazon.com.mx/tenis-adidas-dama-originales/s?k=tenis+adidas+dama+originales,363,0,18.00,1,28500000,"[67,67,67,82,100,67,55,55,55,67,55,55]",2025-10-03,"Image pack, Sitelinks, Image, People also ask, Related searches","informational, transactional",Organic
tenis michael kors,7,7,12100,26,0.10,https://www.amazon.com.mx/tenis-mk-hombre/s?k=tenis+mk+hombre,363,0,36.00,1,4060000,"[82,82,82,82,100,82,67,67,55,67,67,67]",2025-10-03,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
tenis blancos hombre,10,10,27100,29,0.05,https://www.amazon.com.mx/tenis-blancos-hombre/s?k=tenis+blancos+hombre,352,0,17.00,1,26100000,"[82,67,55,82,100,67,55,55,45,45,55,55]",2025-10-05,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
zapatos mocasines,1,1,4400,19,0.07,https://www.amazon.com.mx/Mocasines-Transpirables-Perforados-Resistentes-Flexibles/dp/B0B4QNT5GY,344,0,24.00,1,11600000,"[81,67,81,81,100,67,67,67,67,81,81,81]",2025-10-02,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,Image pack
tenis puma rojos,1,1,4400,27,0.07,https://www.amazon.com.mx/PUMA-Al%C3%A1mbrico/dp/B08B88P77N,344,0,24.00,1,2100000,"[67,67,82,100,100,82,67,67,55,67,67,67]",2025-10-05,"Image pack, Sitelinks, Image, Related searches",informational,Image pack
tenis nautica hombre,1,1,4400,26,0.04,https://www.amazon.com.mx/Nautica-Zapatillas-Informales-Cordones-Transpirables/dp/B0D3F6MZLS,344,0,13.00,1,1580000,"[100,67,67,67,100,67,55,55,44,36,44,36]",2025-10-05,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Image pack
tenis air force,1,1,4400,26,0.06,https://www.amazon.com.mx/Nike-Force-Shoes-White-315122-111/dp/B01HK4Y8KG,344,0,20.00,0.83,31100000,"[82,67,67,100,100,55,44,55,55,55,55,55]",2025-10-04,"Image pack, Sitelinks, Video, Image, Popular products, Related searches",informational,Image pack
tenis barefoot,1,1,720,50,0.14,https://www.amazon.com.mx/barefoot/s?k=barefoot,338,0,47.00,1,8180000,"[48,72,72,48,59,100,72,59,59,72,88,72]",2025-10-13,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches","commercial, informational",Organic
tenis diadora hombre,1,1,720,17,0.04,https://www.amazon.com.mx/Tenis-de-Diadora-Equipo/s?rh=n%3A9790740011%2Cp_89%3ADiadora,338,0,13.00,1,67,"[82,82,100,100,100,100,67,67,82,82,82,82]",2025-09-06,"Image pack, Sitelinks, Image, Related searches",informational,Organic
dr scholls tenis,1,1,720,30,0.09,https://www.amazon.com.mx/dr-scholls-sneakers/s?k=dr+scholls+sneakers,338,0,30.00,1,36,"[59,72,100,72,88,72,72,59,59,59,48,39]",2025-09-08,"Image pack, Sitelinks, Video, Related searches",informational,Organic
zapatillas de deporte,2,2,6600,28,0.07,https://www.amazon.com.mx/b?ie=UTF8&node=9784381011,330,0,23.00,1,49300000,"[55,100,55,16,13,16,13,24,11,20,20,7]",2025-10-02,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
tenis ferrari,4,4,6600,31,0.08,https://www.amazon.com.mx/tenis-puma-ferrari-hombre-rojos/s?k=tenis+puma+ferrari+hombre+rojos,330,0,26.00,0.85,8380000,"[30,36,55,67,100,67,45,45,30,30,30,30]",2025-10-02,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
tenis industriales,6,6,6600,21,0.09,https://www.amazon.com.mx/IGOLUMON-Seguridad-Industrial-Industriales-Perforaci%C3%B3n/dp/B0CZ11CHV3,330,0,29.00,1,5490000,"[100,100,81,81,67,100,81,100,67,67,67,67]",2025-10-03,"Knowledge panel, Image pack, Sitelinks, Video, Image, Video Carousel, Related searches","informational, transactional",Organic
zapatillas doradas,5,5,8100,30,0.04,https://www.amazon.com.mx/zapatillas-doradas/s?k=zapatillas+doradas,324,0,12.00,1,4280000,"[55,55,82,100,100,55,55,55,55,67,82,82]",2025-10-02,"Image pack, Sitelinks, Video, Image, Popular products, Related searches",informational,Organic
tenis alexander mcqueen hombre,5,5,8100,29,0.03,https://www.amazon.com.mx/tenis-alexander-mcqueen/s?k=tenis+alexander+mcqueen,324,0,9.00,1,2620000,"[100,82,82,82,100,67,45,55,55,55,55,55]",2025-10-06,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches","commercial, informational",Organic
tenis nike blazer mujer,1,1,2400,34,0.12,https://www.amazon.com.mx/Nike-DV7006-Tenis-para-Mujer/dp/B08N7PH1CB,319,0,38.00,0.99,5600000,"[53,53,67,67,67,67,53,53,81,100,53,36]",2025-10-07,"Image pack, Sitelinks, Video, Image, Related searches",informational,Image pack
tenis puma ferrari hombre,1,1,2400,32,0.08,https://www.amazon.com.mx/PUMA-Ferrari-Sneaker-para-Unisex-Adulto/dp/B0CV329J6W,319,0,25.00,1,844000,"[81,67,67,100,100,67,53,44,36,28,53,53]",2025-10-11,"Image pack, Sitelinks, Video, Image, Related searches",informational,Image pack
tenis nike plateados,1,1,2400,37,0.12,https://www.amazon.com.mx/Nike-Air-Force-1-SP/dp/B085129PVY,319,0,38.00,0.86,775000,"[66,55,55,82,100,55,43,55,43,36,43,43]",2025-10-07,"Image pack, Sitelinks, Video, Image, Related searches",informational,Image pack
tenis adidas de bota,1,1,2400,30,0.07,https://www.amazon.com.mx/Blancos-JP_Footwear_Size_System-Big_Kid-Measurement-Measurement_22_Point_0_Centimeters/dp/B09NL5CJ7D,319,0,22.00,1,10100000,"[81,67,67,81,100,67,53,53,53,53,53,53]",2025-10-04,"Image pack, Sitelinks, Image, Related searches",navigational,Image pack
tenis charly blancos,1,1,2400,22,0.06,https://www.amazon.com.mx/CHARLY-Caballero-1086601001-SIMIPIEL-Blanco/dp/B0CDFCCNJB,319,0,19.00,1,568000,"[100,66,55,55,55,55,55,43,30,30,30,43]",2025-10-01,"Image pack, Sitelinks, Video, Image, Related searches","informational, transactional",Image pack
tenis jordan retro 13,1,1,2400,37,0.07,https://www.amazon.com.mx/Jordan-Retro-French-Red-French-414571/dp/B0BCMP655N,319,0,22.00,0.1,10600000,"[43,66,55,66,100,55,43,55,55,55,66,55]",2025-10-04,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches","informational, transactional",Image pack
tenis nike con valvula,1,1,2400,44,0.07,https://www.amazon.com.mx/Nike-Wmns-Air-MAX-270/dp/B07G2NG7VG,319,0,22.00,0.95,441000,"[67,67,67,81,100,67,67,67,67,67,67,67]",2025-09-30,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Image pack
amazon tenis nike mujer,1,1,390,36,0.08,https://www.amazon.com.mx/Zapatos-para-Mujer-Nike-Moda-Femenina/s?rh=n%3A14093028011%2Cp_89%3ANike,312,0,24.00,1,58,"[81,44,100,66,66,54,66,36,66,66,81,44]",2025-09-09,"Image pack, Image, People also ask, Related searches","informational, transactional",Organic
tenis adidas mujer amazon,1,1,390,36,0.10,https://www.amazon.com.mx/Calzado-de-Tenis-para-Mujer-Adidas/s?rh=n%3A14093799011%2Cp_89%3AAdidas,312,0,31.00,1,5010000,"[44,44,44,44,54,54,82,82,100,54,67,24]",2025-09-10,"Image pack, Related searches","informational, transactional",Organic
amazon tenis ofertas,1,1,390,34,0.11,https://www.amazon.com.mx/Tenis-en-descuento-Amazon-Prime/s?rh=n%3A103883132011%2Cp_85%3A9841545011,312,0,34.00,1,15600000,"[81,100,81,100,81,67,100,81,100,100,100,44]",2025-09-10,"Image pack, Sitelinks, Image, Related searches","navigational, transactional",Organic
tenis billie eilish,1,1,2400,31,0.16,https://www.amazon.com.mx/nike-billie-eilish/s?k=nike+billie+eilish,312,0,49.00,0.58,4480000,"[55,55,100,82,82,43,36,36,30,36,23,23]",2025-10-02,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
amazon zapatos flexi mujer,1,1,390,33,0.08,https://www.amazon.com.mx/Zapatos-para-Mujer-Flexi-Moda-Femenina/s?rh=n%3A14093028011%2Cp_89%3AFlexi,312,0,24.00,1,87,"[66,44,81,54,81,100,66,81,81,36,36,24]",2025-08-28,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
tenis mk,4,4,4400,30,0.08,https://www.amazon.com.mx/tenis-mk-hombre/s?k=tenis+mk+hombre,308,0,24.00,0.99,8890000,"[81,81,81,100,100,81,67,67,67,81,81,81]",2025-10-01,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
zapatos ortopedicos,1,1,12100,17,0.08,https://www.amazon.com.mx/Zapatos-ortop%C3%A9dicos-peque%C3%B1os-corrigen-previenen/dp/B0BM56S74R,302,0,24.00,0.94,800000,"[100,82,82,82,67,67,67,82,67,82,82,82]",2025-10-05,"Local pack, Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches",commercial,People also ask
travis scott tenis,8,8,33100,29,0.10,https://www.amazon.com.mx/jordan-travis-scott/s?k=jordan+travis+scott,297,0,29.00,0.5,7010000,"[45,67,67,67,100,82,55,55,55,55,55,45]",2025-10-03,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
tenis supra,5,5,9900,36,0.04,https://www.amazon.com.mx/tenis-supra/s?k=tenis+supra,297,0,11.00,0.64,1780000,"[45,45,45,45,67,100,55,45,36,36,36,45]",2025-10-05,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
tenis puma hombre,6,6,49500,36,0.05,https://www.amazon.com.mx/Calzado-para-Correr-Hombre-PUMA-Deportivo/s?rh=n%3A14093602011%2Cp_89%3APUMA,297,0,14.00,1,16600000,"[82,67,67,82,100,67,55,55,55,55,67,55]",2025-10-04,"Image pack, Sitelinks, Image, Popular products, Related searches","informational, transactional",Organic
tenis travis scott,6,6,22200,32,0.08,https://www.amazon.com.mx/jordan-travis-scott/s?k=jordan+travis+scott,288,0,23.00,0.46,7160000,"[55,67,67,67,100,82,55,45,45,45,45,37]",2025-10-05,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches","commercial, informational",Organic
tenis de travis scott,1,1,3600,28,0.07,https://www.amazon.com.mx/Nike-Jordan-High-Travis-Scott/dp/B07SBCJRJM,281,0,19.00,0.18,7140000,"[44,67,67,67,100,54,36,36,30,36,23,20]",2025-10-05,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",informational,Image pack
tenis air max 270,1,1,3600,30,0.08,https://www.amazon.com.mx/Nike-Wmns-Air-MAX-270/dp/B07G2SX8J2,281,0,22.00,1,7190000,"[54,54,54,81,100,67,67,67,67,67,67,67]",2025-10-01,"Image pack, Sitelinks, Video, Image, Related searches",informational,Image pack
zapatos de charol mujer,1,1,3600,28,0.06,https://www.amazon.com.mx/Zapato-Salvaje-Tentaci%C3%B3n-00303505-Charol/dp/B097J5VB8Z,281,0,16.00,1,3530000,"[100,81,67,81,81,67,54,54,54,54,67,67]",2025-10-05,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Image pack
tenis de sonic,1,1,3600,31,0.07,https://www.amazon.com.mx/EQ-Works-Sonic-Shoes-transpirables/dp/B0BPN97YKB,281,0,19.00,0.99,7950000,"[36,36,44,100,100,82,67,36,36,29,24,20]",2025-10-18,"Image pack, Sitelinks, Video, Image, Popular products, Related searches","commercial, informational",Image pack
choclos zapatos,1,1,3600,23,0.09,https://www.amazon.com.mx/Zapatos-Escolares-Colegiales-Fabricado-Calidad/dp/B086GKW24B,281,0,25.00,0.63,296000,"[100,55,55,55,55,55,55,55,44,55,67,67]",2025-10-04,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,Image pack
tenis minimalistas,1,1,590,19,0.08,https://www.amazon.com.mx/calzado-minimalista/s?k=calzado+minimalista,277,0,22.00,1,2550000,"[67,100,67,55,55,67,44,36,55,67,67,67]",2025-09-08,"Image pack, Video, Image, People also ask, Popular products, Related searches",informational,Organic
tenis bad bunny precio,1,1,590,24,0.07,https://www.amazon.com.mx/adidas-bad-bunny/s?k=adidas+bad+bunny,277,0,19.00,0.42,74,"[72,72,72,72,59,72,100,48,48,32,26,32]",2025-09-09,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",transactional,Organic
zapatos de cuña para mujer,1,1,590,25,0.09,https://www.amazon.com.mx/zapatos-de-cu%C3%B1a/s?k=zapatos+de+cu%C3%B1a,277,0,24.00,1,2580000,"[100,82,82,67,82,82,55,55,55,44,44,44]",2025-09-09,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
tenis element,1,1,590,22,0.10,https://www.amazon.com.mx/tenis-element/s?k=tenis+element,277,0,27.00,0.96,65,"[100,100,82,82,100,82,82,100,100,100,100,67]",2025-09-10,"Image pack, Video, Image, Related searches",informational,Organic
zapatos soda,1,1,590,30,0.11,https://www.amazon.com.mx/Ropa-Zapatos-y-Accesorios-SODA/s?rh=n%3A13848838011%2Cp_4%3ASODA,277,0,30.00,0.59,86,"[67,82,100,100,100,67,55,55,55,55,44,36]",2025-09-06,"Image pack, Video, Image, Popular products, Related searches","commercial, informational",Organic
tenis suecos para mujer,1,1,590,25,0.14,https://www.amazon.com.mx/tenis-suecos/s?k=tenis+suecos,277,0,38.00,1,75,"[66,3,44,34,3,3,3,13,3,81,16,100]",2025-09-10,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
tenis powerlift,1,1,590,30,0.06,https://www.amazon.com.mx/powerlift/s?k=powerlift,277,0,16.00,1,77,"[100,82,82,82,82,82,67,82,67,82,100,82]",2025-09-09,"Image pack, Sitelinks, Video, Image, Shopping ads, People also ask, Related searches","commercial, informational",Organic
zapatos rockport hombre,1,1,590,28,0.07,https://www.amazon.com.mx/Zapatos-para-Hombre-Rockport-Moda-Masculina/s?rh=n%3A14093017011%2Cp_89%3ARockport,277,0,19.00,1,40,"[67,67,82,55,67,67,55,82,82,100,82,55]",2025-09-09,"Image pack, Sitelinks, Video, Image, People also ask, Related searches","commercial, informational",Organic
tenis guess,5,5,27100,40,0.04,https://www.amazon.com.mx/Casuales-para-Mujer-GUESS-Zapatos/s?rh=n%3A14093254011%2Cp_89%3AGUESS,271,0,10.00,1,11600000,"[82,67,67,82,100,67,55,55,45,55,45,45]",2025-10-04,"Image pack, Sitelinks, Video, Image, People also ask, Related searches","informational, transactional",Organic
zapatos de enfermeria,3,3,5400,27,0.05,https://www.amazon.com.mx/zapatos-enfermera/s?k=zapatos+enfermera,270,0,13.00,1,3610000,"[100,82,55,44,36,67,55,44,36,36,36,44]",2025-10-05,"Knowledge panel, Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
tenis para bebe,4,4,5400,21,0.05,https://www.amazon.com.mx/tenis-bebe/s?k=tenis+bebe,270,0,13.00,1,66700000,"[82,82,82,100,100,67,67,67,67,67,67,67]",2025-10-03,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches","informational, transactional",Organic
tenis polo mujer,4,4,5400,25,0.03,https://www.amazon.com.mx/tenis-polo-mujer/s?k=tenis+polo+mujer,270,0,8.00,1,24300000,"[81,67,81,100,100,81,67,67,67,54,54,54]",2025-10-04,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
zapatos de seguridad para mujer,5,5,5400,22,0.11,https://www.amazon.com.mx/b?ie=UTF8&node=14094204011,270,0,29.00,1,40700000,"[100,100,82,82,55,100,82,82,67,67,67,67]",2025-10-02,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
tenis tommy hilfiger mujer,3,3,14800,35,0.07,https://www.amazon.com.mx/Zapatos-para-Mujer-Tommy-Hilfiger/s?rh=n%3A14093028011%2Cp_89%3ATommy%2BHilfiger,266,0,18.00,1,3870000,"[100,82,82,100,100,82,67,67,45,55,45,45]",2025-10-01,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
